SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1740 Stone Hollow Ct,Hermitage,TN,37076,259900,3,2.5,Hermitage,1392,6534,2001,1,187,20,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Hermitage/1740-Stone-Hollow-Ct-37076/home/68848267,REALTRACS,2052271,N,Y,36.2186236,-86.5927248
MLS Listing,,Single Family Residential,5040 English Village Dr,Nashville,TN,37211,295000,3,2.5,Nashville,1632,6534,1985,6,181,2,Active,,,http://www.redfin.com/TN/Nashville/5040-English-Village-Dr-37211/home/68858832,REALTRACS,2050805,N,Y,36.04505,-86.7328163
MLS Listing,,Single Family Residential,1217 Wexford Downs Ln,Nashville,TN,37211,408000,4,3,Nashville,3096,10018,2001,8,132,43,Active,,,http://www.redfin.com/TN/Nashville/1217-Wexford-Downs-Ln-37211/home/108014096,REALTRACS,2050076,N,Y,36.0199536,-86.7403605
MLS Listing,,Single Family Residential,214 Scotland Pl,Nashville,TN,37205,1475000,4,3.5,Nashville,3600,19166,1940,12,410,,Active,,,http://www.redfin.com/TN/Nashville/214-Scotland-Pl-37205/home/60763207,REALTRACS,2049084,N,Y,36.1052857,-86.8607553
MLS Listing,,Single Family Residential,101 Holt Br,Nashville,TN,37211,465000,4,2.5,Nashville,3428,10018,1997,14,136,35,Active,,,http://www.redfin.com/TN/Nashville/101-Holt-Branch-Ct-37211/home/87807827,REALTRACS,2047847,N,Y,36.0113263,-86.7228735
MLS Listing,,Single Family Residential,110 Cedar Place Bnd,Nashville,TN,37221,335000,3,2.5,Nashville,2133,6534,2015,18,157,,Active,,,http://www.redfin.com/TN/Nashville/110-Cedar-Pl-Bnd-37221/unit-22/home/60721793,REALTRACS,2046782,N,Y,36.1032974,-86.9315068
MLS Listing,,Condo/Co-op,4487 Post Pl Apt 163,Nashville,TN,37205,289000,2,2,Nashville,1514,,1975,19,191,320,Active,,,http://www.redfin.com/TN/Nashville/4487-Post-Pl-37205/unit-163/home/79427333,REALTRACS,2046094,N,Y,36.1311306,-86.8513167
MLS Listing,,Single Family Residential,293 Cathy Jo Dr,Nashville,TN,37211,339500,4,2,Nashville,2184,11761,1965,21,155,,Active,,,http://www.redfin.com/TN/Nashville/293-Cathy-Jo-Dr-37211/home/60745804,REALTRACS,2045332,N,Y,36.0903342,-86.7222447
MLS Listing,,Condo/Co-op,900 19Th Ave Apt 1006,Nashville,TN,37212,309000,2,2,Nashville,1100,,1986,27,281,561,Active,,,http://www.redfin.com/TN/Nashville/900-19th-Ave-S-37212/unit-1006/home/108028777,REALTRACS,2043588,N,Y,36.1480778,-86.7957532
MLS Listing,,Townhouse,217 Fairmont Ct,Nashville,TN,37203,339900,3,2.5,Nashville,1691,,1985,33,201,137,Active,,,http://www.redfin.com/TN/Nashville/217-Fairmont-Ct-37203/unit-217/home/147951840,REALTRACS,2041933,N,Y,36.141331,-86.82098
MLS Listing,,Single Family Residential,2229 Seven Points Cir,Hermitage,TN,37076,443500,4,3,Hermitage,3079,14810,2006,35,144,17,Active,,,http://www.redfin.com/TN/Hermitage/2229-Seven-Points-Cir-37076/home/108017300,REALTRACS,2040957,N,Y,36.1483439,-86.5738862
MLS Listing,,Single Family Residential,1317 Fishers Meadows Cv,Hermitage,TN,37076,384900,3,2.5,Hermitage,2627,14374,2001,46,147,18,Active,,,http://www.redfin.com/TN/Hermitage/1317-Fishers-Meadows-Cv-37076/home/108136071,REALTRACS,2037358,N,Y,36.1484448,-86.5769587
MLS Listing,,Single Family Residential,1235A Battlefield Dr,Nashville,TN,37215,969000,4,3.5,Nashville,4000,9583,2008,61,242,,Active,,,http://www.redfin.com/TN/Nashville/1235A-Battlefield-Dr-37215/home/162710225,REALTRACS,2032174,N,Y,36.114996,-86.79658
MLS Listing,,Single Family Residential,623 Ronnie Rd,Madison,TN,37115,389900,4,3,Madison,2492,63597,1960,61,156,,Active,,,http://www.redfin.com/TN/Madison/623-Ronnie-Rd-37115/home/108078020,REALTRACS,2032078,N,Y,36.271509,-86.7260936
MLS Listing,,Single Family Residential,1604 Norvel Ave,Nashville,TN,37216,364900,4,2,Nashville,1730,9583,1948,64,211,,Active,,,http://www.redfin.com/TN/Nashville/1604-Norvel-Ave-37216/home/68861323,REALTRACS,2030816,N,Y,36.2115068,-86.7187858
MLS Listing,,Condo/Co-op,1205 Paris Ave Apt 201,Nashville,TN,37212,468500,2,2,Nashville,1147,,2009,69,408,206,Active,,,http://www.redfin.com/TN/Nashville/1205-Paris-Ave-37212/unit-201/home/68710167,REALTRACS,2029299,N,Y,36.1216105,-86.7908738
MLS Listing,,Single Family Residential,500 Radnor St,Nashville,TN,37211,399000,4,3,Nashville,1821,8712,1935,131,219,,Active,,,http://www.redfin.com/TN/Nashville/500-Radnor-St-37211/home/68834784,REALTRACS,2010114,N,Y,36.1054426,-86.7448249
Redfin Data,,Single Family Residential,2913 Katonka Ct,Antioch,TN,37013,339000,5,3.5,Antioch,3608,13939,2006,2,94,30,Pre On-Market,,,http://www.redfin.com/TN/Antioch/2913-Katonka-Ct-37013/home/107981287,Coming Soon,37056,N,Y,36.0201894,-86.6576553
Redfin Data,,Single Family Residential,411 Northwind Ct,Goodlettsville,TN,37072,379900,4,2.5,Goodlettsville,3522,59677,1981,12,108,,Pre On-Market,,,http://www.redfin.com/TN/Goodlettsville/411-Northwind-Ct-37072/home/86132156,Coming Soon,36081,N,Y,36.288888,-86.7358027
MLS Listing,,Single Family Residential,113 Jay St,Nashville,TN,37210,200000,2,1,Nashville,784,7840,1920,1,255,,Active,,,http://www.redfin.com/TN/Nashville/113-Jay-St-37210/home/87816288,REALTRACS,2052629,N,Y,36.1189111,-86.7422071
MLS Listing,,Single Family Residential,317 Schoolhouse Ct,Antioch,TN,37013,210000,3,2.5,Antioch,1854,5227,2007,1,113,,Active,,,http://www.redfin.com/TN/Antioch/317-School-House-Ct-37013/home/108137994,REALTRACS,2052628,N,Y,36.0630234,-86.6034026
MLS Listing,,Townhouse,1839 Isabelle Ln,Antioch,TN,37013,187500,2,2.5,Antioch,1378,,2008,1,136,79,Active,,,http://www.redfin.com/TN/Antioch/1839-Isabelle-Ln-37013/unit-116/home/108108329,REALTRACS,2052618,N,Y,36.0420622,-86.6297361
MLS Listing,,Townhouse,2418 Anson Ln,Nashville,TN,37211,254900,2,3,Nashville,1785,,2008,1,143,118,Active,,,http://www.redfin.com/TN/Nashville/2418-Anson-Ln-37211/home/88870282,REALTRACS,2052611,N,Y,36.0195147,-86.7023369
MLS Listing,,Condo/Co-op,2025 Woodmont Blvd Apt 229,Nashville,TN,37215,235000,2,1,Nashville,941,,1995,1,250,450,Active,,,http://www.redfin.com/TN/Nashville/2025-Woodmont-Blvd-37215/unit-229/home/79024636,REALTRACS,2052556,N,Y,36.1126315,-86.809826
MLS Listing,,Single Family Residential,606 Bixler Ave,Madison,TN,37115,179900,2,1,Madison,865,9583,1961,1,208,,Active,,,http://www.redfin.com/TN/Madison/606-Bixler-Ave-37115/home/108117913,REALTRACS,2052608,N,Y,36.267898,-86.7045009
MLS Listing,,Single Family Residential,535 Edwin St,Nashville,TN,37207,235000,2,1,Nashville,900,9147,1948,1,261,,Active,,,http://www.redfin.com/TN/Nashville/535-Edwin-St-37207/home/88619223,REALTRACS,2052599,N,Y,36.2039556,-86.7541885
MLS Listing,,Single Family Residential,521 Radnor St,Nashville,TN,37211,275000,2,1,Nashville,952,8712,1945,1,289,,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/521-Radnor-St-37211/home/60723106,REALTRACS,2052598,N,Y,36.1051639,-86.7466464
MLS Listing,,Single Family Residential,2688 Miami Ave,Nashville,TN,37214,499900,4,3.5,Nashville,2357,5662,2019,1,212,,Active,,,http://www.redfin.com/TN/Nashville/2688-Miami-Ave-37214/home/108066238,REALTRACS,2052597,N,Y,36.2433278,-86.7048054
MLS Listing,,Single Family Residential,7277 Autumn Crossing Way,Brentwood,TN,37027,369900,3,2.5,Brentwood,2365,7840,2005,1,156,22,Active,,,http://www.redfin.com/TN/Brentwood/7277-Autumn-Crossing-Way-37027/home/107982296,REALTRACS,2052596,N,Y,36.004218,-86.691817
MLS Listing,,Single Family Residential,315 S 11Th St,Nashville,TN,37206,759900,3,3.5,Nashville,2565,7405,1910,1,296,,Active,,,http://www.redfin.com/TN/Nashville/315-S-11th-St-37206/home/60826110,REALTRACS,2052587,N,Y,36.1727533,-86.7502997
MLS Listing,,Single Family Residential,4007 Estes Rd,Nashville,TN,37215,1350000,5,3.5,Nashville,6195,30056,1935,1,218,,Active,,,http://www.redfin.com/TN/Nashville/4007-Estes-Rd-37215/home/107974158,REALTRACS,2052586,N,Y,36.1065507,-86.8383681
MLS Listing,,Single Family Residential,709 Saddle Trail Ct,Hermitage,TN,37076,319900,4,4,Hermitage,2676,15245,1988,1,120,,Active,,,http://www.redfin.com/TN/Hermitage/709-Saddle-Trail-Ct-37076/home/108006067,REALTRACS,2052570,N,Y,36.1927726,-86.6010625
MLS Listing,,Single Family Residential,2756 Windemere Dr,Nashville,TN,37214,444900,3,2,Nashville,2222,64468,1960,1,200,,Active,,,http://www.redfin.com/TN/Nashville/2756-Windemere-Dr-37214/home/107996866,REALTRACS,2052543,N,Y,36.1829505,-86.6831215
MLS Listing,,Single Family Residential,1202 Bubbling Well Rd,Madison,TN,37115,185000,3,2,Madison,1470,4791,2007,1,126,,Active,,,http://www.redfin.com/TN/Madison/1202-Bubbling-Well-Rd-37115/home/87809166,REALTRACS,2052033,N,Y,36.2605246,-86.68143
MLS Listing,,Single Family Residential,8956 Macauley Ln,Nolensville,TN,37135,454900,4,2,Nolensville,2656,10018,2007,1,171,68,Active,,,http://www.redfin.com/TN/Nolensville/8956-Macauley-Ln-37135/home/64152346,REALTRACS,2051970,N,Y,35.987616,-86.672512
MLS Listing,,Townhouse,2515 River Trail Dr,Hermitage,TN,37076,236500,2,2.5,Hermitage,1216,,2014,1,194,115,Active,,,http://www.redfin.com/TN/Hermitage/2515-River-Trail-Dr-37076/unit-4D/home/60668615,REALTRACS,2051964,N,Y,36.1661632,-86.6216312
MLS Listing,,Single Family Residential,8260 Tapoco Ln,Brentwood,TN,37027,349900,3,2.5,Brentwood,2610,8712,2010,1,134,17,Active,June-22-2019 02:00 PM,June-22-2019 04:00 PM,http://www.redfin.com/TN/Brentwood/8260-Tapoco-Ln-37027/home/108029342,REALTRACS,2048185,N,Y,36.008656,-86.689867
MLS Listing,,Single Family Residential,6024 Jocelyn Hollow Rd,Nashville,TN,37205,875000,3,2,Nashville,3832,72309,1961,1,228,,Active,,,http://www.redfin.com/TN/Nashville/6024-Jocelyn-Hollow-Rd-37205/home/87816067,REALTRACS,2046379,N,Y,36.1134147,-86.8721558
MLS Listing,,Single Family Residential,4504 Stoneview Dr,Antioch,TN,37013,210000,0,,Antioch,1175,6534,1993,1,179,,Active,,,http://www.redfin.com/TN/Antioch/4504-Stoneview-Dr-37013/home/108133835,REALTRACS,2052580,N,Y,36.0386879,-86.5802699
MLS Listing,,Single Family Residential,1025B Seymour Ave,Nashville,TN,37206,269900,2,1,Nashville,833,13068,1953,1,324,,Active,,,http://www.redfin.com/TN/Nashville/1025-Seymour-Ave-37206/unit-A/home/107985618,REALTRACS,2052572,N,Y,36.186202,-86.750112
MLS Listing,,Single Family Residential,1025A Seymour Ave,Nashville,TN,37206,269900,2,1,Nashville,833,13068,1953,1,324,,Active,,,http://www.redfin.com/TN/Nashville/1025A-Seymour-Ave-37206/home/167108434,REALTRACS,2052565,N,Y,36.1862021,-86.7501115
MLS Listing,,Single Family Residential,5127 Preserve Blvd,Antioch,TN,37013,279899,3,2.5,Antioch,1771,6534,2011,1,158,40,Active,,,http://www.redfin.com/TN/Antioch/5127-Preserve-Blvd-37013/home/68854469,REALTRACS,2052551,N,Y,36.0327704,-86.6186871
MLS Listing,,Single Family Residential,1302 Ardee Ave,Nashville,TN,37216,499000,3,3,Nashville,1900,6969,1944,1,263,,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/1302-Ardee-Ave-37216/home/101644053,REALTRACS,2052537,N,Y,36.2153019,-86.719756
MLS Listing,,Condo/Co-op,110 31St Ave Apt 605,Nashville,TN,37203,725000,2,2,Nashville,2039,,2009,1,356,250,Active,,,http://www.redfin.com/TN/Nashville/110-31st-Ave-N-37203/unit-605/home/68718151,REALTRACS,2052530,N,Y,36.143439,-86.8155566
MLS Listing,,Single Family Residential,7016 Poplar Creek Trce,Nashville,TN,37221,339000,3,2.5,Nashville,2244,10018,1988,1,151,17,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/7016-Poplar-Creek-Trce-37221/home/108013645,REALTRACS,2052524,N,Y,36.0502174,-86.9540188
MLS Listing,,Townhouse,1204 7th Ave,Nashville,TN,37208,769900,2,3,Nashville,1924,,2018,1,400,217,Active,,,http://www.redfin.com/TN/Nashville/1204-7th-Ave-N-37208/home/148400597,REALTRACS,2052521,N,Y,36.174527,-86.7902919
MLS Listing,,Condo/Co-op,20 Rutledge St #207,Nashville,TN,37210,1299900,3,3.5,Nashville,2502,,2018,1,520,1010,Active,,,http://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-207/home/108496421,REALTRACS,2052516,N,Y,36.1563236,-86.7698267
MLS Listing,,Condo/Co-op,20 Rutledge St #206,Nashville,TN,37210,849900,2,3,Nashville,1776,,2018,1,479,719,Active,,,http://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-206/home/163580100,REALTRACS,2052515,N,Y,36.1563236,-86.7698267
MLS Listing,,Condo/Co-op,20 Rutledge St #110,Nashville,TN,37210,849900,2,2.5,Nashville,1756,,2018,1,484,666,Active,,,http://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-110/home/108496422,REALTRACS,2052514,N,Y,36.1563236,-86.7698267
MLS Listing,,Condo/Co-op,20 Rutledge St #109,Nashville,TN,37210,759900,2,2.5,Nashville,1687,,2018,1,450,682,Active,,,http://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-109/home/147948666,REALTRACS,2052513,N,Y,36.1563236,-86.7698267
MLS Listing,,Condo/Co-op,20 Rutledge St #106,Nashville,TN,37210,799900,2,3,Nashville,1776,,2018,1,450,719,Active,,,http://www.redfin.com/TN/Nashville/20-Rutledge-St-37210/unit-106/home/163577540,REALTRACS,2052512,N,Y,36.1563236,-86.7698267
MLS Listing,,Single Family Residential,563 Elysian Fields Rd,Nashville,TN,37211,245000,3,1,Nashville,1150,10018,1962,1,213,,Active,,,http://www.redfin.com/TN/Nashville/563-Elysian-Fields-Rd-37211/home/108038826,REALTRACS,2052511,N,Y,36.0845201,-86.7485236
MLS Listing,,Townhouse,2120 Lebanon Pike #68,Nashville,TN,37210,205000,2,2,Nashville,1330,,2004,1,154,95,Active,,,http://www.redfin.com/TN/Nashville/2120-Lebanon-Pike-37210/unit-68/home/108016618,REALTRACS,2052497,N,Y,36.1644076,-86.705582
MLS Listing,,Condo/Co-op,555 CHURCH St Apt 2304,NASHVILLE,TN,37219,567000,2,2,NASHVILLE,1398,,1998,1,406,656,Active,,,http://www.redfin.com/TN/Nashville/555-Church-St-37219/unit-2304/home/108058802,REALTRACS,2052495,N,Y,36.1623395,-86.7810228
MLS Listing,,Single Family Residential,952 Mansfield Ave,Nashville,TN,37206,620000,4,3,Nashville,2890,8276,1924,1,215,,Active,,,http://www.redfin.com/TN/Nashville/952-Mansfield-St-37206/home/108075303,REALTRACS,2052493,N,Y,36.1814945,-86.753641
MLS Listing,,Vacant Land,324 Harrison St,Nashville,TN,37211,349900,,,Nashville,,7405,,1,,,Active,,,http://www.redfin.com/TN/Nashville/324-Harrison-St-37211/home/167107597,REALTRACS,2052472,N,Y,36.0987511,-86.7385139
MLS Listing,,Single Family Residential,830 Rose Park Dr,Nashville,TN,37206,225000,3,1,Nashville,1025,11325,1965,1,220,,Active,,,http://www.redfin.com/TN/Nashville/830-Rose-Park-Dr-37206/home/108033758,REALTRACS,2050086,N,Y,36.1873068,-86.7074196
MLS Listing,,Single Family Residential,2800 Torbett St,Nashville,TN,37209,210000,3,1.5,Nashville,1204,5227,1920,1,174,,Active,,,http://www.redfin.com/TN/Nashville/2800-Torbett-St-37209/home/108067322,REALTRACS,2052445,N,Y,36.1580997,-86.8187588
MLS Listing,,Vacant Land,6220 Lake Rd,Joelton,TN,37080,69900,,,Joelton,,3049,,1,,,Active,,,http://www.redfin.com/TN/Joelton/6220-Lake-Rd-37080/home/60885431,REALTRACS,2052430,N,Y,36.303693,-86.921152
MLS Listing,,Condo/Co-op,514 Southgate Ave Lot 10,Nashville,TN,37203,225500,1,1,Nashville,716,,2018,1,315,158,Active,,,http://www.redfin.com/TN/Nashville/514-Southgate-Ave-37203/unit-10/home/167107307,REALTRACS,2052432,N,Y,36.13611,-86.766756
MLS Listing,,Single Family Residential,4917 Kilimanjaro Dr,Hermitage,TN,37076,240000,3,2,Hermitage,1476,11761,1977,1,163,,Active,,,http://www.redfin.com/TN/Hermitage/4917-Kilimanjaro-DR-37076/home/167107241,REALTRACS,2052428,N,Y,36.17066831,-86.6171875
MLS Listing,,Condo/Co-op,1402 Pillow St #404,Nashville,TN,37203,299900,1,1,Nashville,784,,2019,1,383,97,Active,,,http://www.redfin.com/TN/Nashville/1402-Pillow-St-37203/unit-404/home/167107240,REALTRACS,2052427,N,Y,36.1390826,-86.7664707
MLS Listing,,Single Family Residential,322 Harrison St,Nashville,TN,37211,349900,3,1,Nashville,1326,7405,1911,1,264,,Active,,,http://www.redfin.com/TN/Nashville/322-Harrison-St-37211/home/107987292,REALTRACS,2052426,N,Y,36.0987458,-86.7383174
MLS Listing,,Condo/Co-op,1402 Pillow St #307,Nashville,TN,37203,334900,2,2,Nashville,951,,2019,1,352,118,Active,,,http://www.redfin.com/TN/Nashville/1402-Pillow-St-37203/unit-307/home/167107197,REALTRACS,2052425,N,Y,36.1390826,-86.7664707
MLS Listing,,Single Family Residential,1536 Mohawk Trl,Madison,TN,37115,187000,3,2,Madison,1175,6969,1999,1,159,,Active,,,http://www.redfin.com/TN/Madison/1536-Mohawk-Trl-37115/home/103701977,REALTRACS,2052418,N,Y,36.2322134,-86.6557544
MLS Listing,,Condo/Co-op,1402 Pillow St #303,Nashville,TN,37203,299900,1,1,Nashville,922,,2019,1,325,111,Active,,,http://www.redfin.com/TN/Nashville/1402-Pillow-St-37203/unit-303/home/167107123,REALTRACS,2052411,N,Y,36.1390826,-86.7664707
MLS Listing,,Townhouse,514 Southgate Ave Lot 21,Nashville,TN,37203,485900,3,3.5,Nashville,1824,,2018,1,266,160,Active,,,http://www.redfin.com/TN/Nashville/514-Southgate-Ave-37203/unit-21/home/167107120,REALTRACS,2052407,N,Y,36.13611,-86.766756
MLS Listing,,Vacant Land,4122 New Highway 96,Franklin,TN,37064,189900,,,Franklin,,217800,,1,,,Active,,,http://www.redfin.com/TN/Franklin/4122-New-Highway-96-W-37064/home/167106923,REALTRACS,2052389,N,Y,35.9975384,-87.0132643
MLS Listing,,Single Family Residential,444 Highpoint Ter,Brentwood,TN,37027,479900,4,3,Brentwood,3180,5227,2016,1,151,100,Active,,,http://www.redfin.com/TN/Brentwood/444-High-Point-Ter-37027/home/108103648,REALTRACS,2052381,N,Y,36.0036241,-86.694908
MLS Listing,,Single Family Residential,8233 Luree Ln,Hermitage,TN,37076,179900,3,1.5,Hermitage,2044,12632,1963,1,88,,Active,,,http://www.redfin.com/TN/Hermitage/8233-Luree-Ln-37076/home/87825993,REALTRACS,2052377,N,Y,36.1997954,-86.6172692
MLS Listing,,Single Family Residential,801 Ragsdale Ct,Nashville,TN,37214,215000,3,2,Nashville,1129,5227,1998,1,190,10,Active,,,http://www.redfin.com/TN/Nashville/801-Ragsdale-Ct-37214/home/108005757,REALTRACS,2052372,N,Y,36.1478265,-86.6379252
MLS Listing,,Single Family Residential,731 Omandale Dr,Nashville,TN,37204,1750000,5,5.5,Nashville,5946,44431,2019,1,294,,Active,,,http://www.redfin.com/TN/Nashville/731-Omandale-Dr-37204/home/87827602,REALTRACS,2052366,N,Y,36.0901374,-86.7666774
MLS Listing,,Condo/Co-op,301 Demonbreun St Unit 1318,Nashville,TN,37201,449900,1,1.5,Nashville,936,,2008,1,481,425,Active,,,http://www.redfin.com/TN/Nashville/301-Demonbreun-St-37201/unit-1318/home/68704316,REALTRACS,2052364,N,Y,36.1588506,-86.7746725
MLS Listing,,Single Family Residential,4364 Stone Hall Blvd,Hermitage,TN,37076,415990,4,2.5,Hermitage,2539,8276,2019,1,164,63,Active,,,http://www.redfin.com/TN/Hermitage/4364-Stone-Hall-Blvd-37076/home/167106732,REALTRACS,2052349,N,Y,36.1938091,-86.6390888
MLS Listing,,Single Family Residential,7716 Sawyer Brown Rd,Nashville,TN,37221,394900,3,3.5,Nashville,2718,51836,1988,1,145,,Active,,,http://www.redfin.com/TN/Nashville/7716-Sawyer-Brown-Rd-37221/home/68761338,REALTRACS,2052346,N,Y,36.096516,-86.932562
MLS Listing,,Single Family Residential,4937 Riverbank Dr,Hermitage,TN,37076,464714,4,3.5,Hermitage,2988,6969,2019,1,156,63,Active,,,http://www.redfin.com/TN/Hermitage/4937-Riverbank-DR-37076/home/167106594,REALTRACS,2052326,N,Y,36.19399119,-86.63946073
MLS Listing,,Single Family Residential,177 Woodmont Blvd,Nashville,TN,37205,489900,3,1.5,Nashville,1435,12196,1954,1,341,,Active,June-22-2019 02:00 PM,June-22-2019 05:00 PM,http://www.redfin.com/TN/Nashville/177-Woodmont-Blvd-37205/home/107986112,REALTRACS,2052324,N,Y,36.1192185,-86.8427202
MLS Listing,,Condo/Co-op,301 Demonbruen St #707,Nashville,TN,37201,396400,1,1,Nashville,720,,2008,1,551,329,Active,,,http://www.redfin.com/TN/Nashville/301-Demonbreun-St-37201/unit-707/home/62357652,REALTRACS,2052077,N,Y,36.1591559,-86.7747581
MLS Listing,,Vacant Land,105 Lafayette Ct,Nashville,TN,37205,1000000,,,Nashville,,,,1,,,Active,,,http://www.redfin.com/TN/Nashville/105-Lafayette-Ct-37205/home/68836168,REALTRACS,2052299,N,Y,36.102944,-86.862562
MLS Listing,,Townhouse,940 Gale Ln Apt 150,Nashville,TN,37204,299000,2,1.5,Nashville,1144,,1973,1,261,210,Active,,,http://www.redfin.com/TN/Nashville/940-Gale-Ln-37204/unit-150/home/108131849,REALTRACS,2052278,N,Y,36.1173619,-86.7860823
MLS Listing,,Single Family Residential,5228 Rice Rd,Antioch,TN,37013,199900,3,2,Antioch,1125,7405,1986,1,178,,Active,,,http://www.redfin.com/TN/Antioch/5228-Rice-Rd-37013/home/108091785,REALTRACS,2052267,N,Y,36.0670349,-86.6392005
MLS Listing,,Condo/Co-op,400 Herron Dr #317,Nashville,TN,37210,349900,2,2,Nashville,1096,,2018,1,319,210,Active,,,http://www.redfin.com/TN/Nashville/400-Herron-Dr-37210/unit-317/home/148398882,REALTRACS,2052259,N,Y,36.1355534,-86.757209
MLS Listing,,Condo/Co-op,400 Herron Dr #217,Nashville,TN,37210,324900,2,2,Nashville,1096,,2018,1,296,210,Active,,,http://www.redfin.com/TN/Nashville/400-Herron-Dr-37210/unit-217/home/145879246,REALTRACS,2052258,N,Y,36.1355534,-86.757209
MLS Listing,,Condo/Co-op,400 Herron Dr #119,Nashville,TN,37210,299900,2,2,Nashville,1096,,2018,1,274,210,Active,,,http://www.redfin.com/TN/Nashville/400-Herron-Dr-37210/unit-119/home/113966423,REALTRACS,2052257,N,Y,36.1355534,-86.757209
MLS Listing,,Condo/Co-op,400 Herron Dr #118,Nashville,TN,37210,299900,2,2,Nashville,1096,,2018,1,274,210,Active,,,http://www.redfin.com/TN/Nashville/400-Herron-Dr-37210/unit-118/home/113966412,REALTRACS,2052256,N,Y,36.1355534,-86.757209
MLS Listing,,Condo/Co-op,400 Herron Dr #117,Nashville,TN,37210,299900,2,2,Nashville,1096,,2018,1,274,210,Active,,,http://www.redfin.com/TN/Nashville/400-Herron-Dr-37210/unit-117/home/113966388,REALTRACS,2052254,N,Y,36.1355534,-86.757209
